Date,County,Total_Cases,Negatives,Deaths
4/8/20,Northumberland,22,0,0
4/8/20,Perry,13,0,1
4/8/20,Philadelphia,4456,0,86
4/8/20,Pike,148,0,6
4/8/20,Potter,3,0,0
4/8/20,Schuylkill,136,0,0
4/8/20,Snyder,9,0,1
4/8/20,Somerset,7,0,0
4/8/20,Sullivan,1,0,0
4/8/20,Susquehanna,14,0,0
4/8/20,Tioga,10,0,0
4/8/20,Union,8,0,0
4/8/20,Venango,5,0,0
4/8/20,Warren,1,0,0
4/8/20,Washington,59,0,0
4/8/20,Wayne,47,0,0
4/8/20,Westmoreland,183,0,1
4/8/20,Wyoming,5,0,0
4/8/20,York,233,0,2
4/7/20,Adams,28,0,0
4/7/20,Allegheny,689,0,6
4/7/20,Armstrong,18,0,0
4/7/20,Beaver,116,0,9
4/7/20,Bedford,4,0,0
4/7/20,Berks,369,0,4
4/7/20,Blair,6,0,0
4/7/20,Bradford,14,0,0
4/7/20,Bucks,690,0,21
4/7/20,Butler,107,0,2
4/7/20,Cambria,7,0,1
4/7/20,Cameron,1,0,0
4/7/20,Carbon,67,0,1
4/7/20,Centre,55,0,0
4/7/20,Chester,335,0,6
4/7/20,Clarion,9,0,0
4/7/20,Clearfield,7,0,0
4/7/20,Clinton,3,0,0
4/7/20,Columbia,42,0,1
4/7/20,Crawford,8,0,0
4/7/20,Cumberland,77,0,2
4/7/20,Dauphin,155,0,1
4/7/20,Delaware,898,0,20
4/7/20,Elk,2,0,0
4/7/20,Erie,28,0,0
4/7/20,Fayette,32,0,1
4/7/20,Forest,5,0,0
4/7/20,Franklin,39,0,0
4/7/20,Fulton,1,0,0
4/7/20,Greene,15,0,0
4/7/20,Huntingdon,5,0,0
4/7/20,Indiana,21,0,0
4/7/20,Jefferson,1,0,0
4/7/20,Juniata,14,0,0
4/7/20,Lackawanna,235,0,8
4/7/20,Lancaster,490,0,14
4/7/20,Lawrence,29,0,2
4/7/20,Lebanon,145,0,0
4/7/20,Lehigh,1146,0,10
4/7/20,Luzerne,982,0,8
4/7/20,Lycoming,12,0,0
4/7/20,McKean,1,0,0
4/7/20,Mercer,26,0,0
4/7/20,Mifflin,6,0,0
4/7/20,Monroe,610,0,12
4/7/20,Montgomery,1359,0,30
4/7/20,Montour,27,0,0
4/7/20,Northampton,774,0,14
4/7/20,Northumberland,22,0,0
4/7/20,Perry,9,0,1
4/7/20,Philadelphia,4012,0,58
4/7/20,Pike,136,0,5
4/7/20,Potter,3,0,0
4/7/20,Schuylkill,119,0,0
4/7/20,Snyder,9,0,1
4/7/20,Somerset,7,0,0
4/7/20,Sullivan,1,0,0
4/7/20,Susquehanna,11,0,0
4/7/20,Tioga,10,0,0
4/7/20,Union,7,0,0
4/7/20,Venango,5,0,0
4/7/20,Warren,1,0,0
4/7/20,Washington,57,0,0
4/7/20,Wayne,40,0,0
4/7/20,Westmoreland,177,0,0
4/7/20,Wyoming,5,0,0
4/7/20,York,218,0,2
4/6/20,Adams,25,0,0
4/6/20,Allegheny,642,0,4
4/6/20,Armstrong,13,0,0
4/6/20,Beaver,96,0,6
4/6/20,Bedford,4,0,0
4/6/20,Berks,326,0,3
4/6/20,Blair,5,0,0
4/6/20,Bradford,10,0,0
4/6/20,Bucks,619,0,17
4/6/20,Butler,91,0,2
4/6/20,Cambria,7,0,0
4/6/20,Cameron,1,0,0
4/6/20,Carbon,59,0,1
4/6/20,Centre,44,0,0
4/6/20,Chester,307,0,3
4/6/20,Clarion,6,0,0
4/6/20,Clearfield,7,0,0
4/6/20,Clinton,3,0,0
4/6/20,Columbia,26,0,0
4/6/20,Crawford,9,0,0
4/6/20,Cumberland,68,0,2
4/6/20,Dauphin,132,0,1
4/6/20,Delaware,822,0,15
4/6/20,Erie,20,0,0
4/6/20,Fayette,29,0,1
4/6/20,Forest,4,0,0
4/6/20,Franklin,32,0,0
4/6/20,Fulton,1,0,0
4/6/20,Greene,12,0,0
4/6/20,Huntingdon,4,0,0
4/6/20,Indiana,17,0,0
4/6/20,Juniata,11,0,0
4/6/20,Lackawanna,190,0,7
4/6/20,Lancaster,408,0,11
4/6/20,Lawrence,24,0,2
4/6/20,Lebanon,124,0,0
4/6/20,Lehigh,1006,0,8
4/6/20,Luzerne,849,0,5
4/6/20,Lycoming,10,0,0
4/6/20,McKean,1,0,0
4/6/20,Mercer,18,0,0
4/6/20,Mifflin,5,0,0
4/6/20,Monroe,572,0,11
4/6/20,Montgomery,1230,0,18
4/6/20,Montour,33,0,0
4/6/20,Northampton,716,0,12
4/6/20,Northumberland,15,0,0
4/6/20,Perry,5,0,1
4/6/20,Philadelphia,3611,0,28
4/6/20,Pike,125,0,2
4/6/20,Potter,3,0,0
4/6/20,Schuylkill,103,0,0
4/6/20,Snyder,8,0,1
4/6/20,Somerset,6,0,0
4/6/20,Sullivan,1,0,0
4/6/20,Susquehanna,6,0,0
4/6/20,Tioga,8,0,0
4/6/20,Union,6,0,0
4/6/20,Venango,5,0,0
4/6/20,Warren,1,0,0
4/6/20,Washington,53,0,0
4/6/20,Wayne,35,0,0
4/6/20,Westmoreland,157,0,0
4/6/20,Wyoming,5,0,0
4/6/20,York,189,0,1
4/5/20,Adams,22,0,0
4/5/20,Allegheny,605,0,4
4/5/20,Armstrong,12,0,0
4/5/20,Beaver,84,0,6
4/5/20,Bedford,4,0,0
4/5/20,Berks,276,0,3
4/5/20,Blair,5,0,0
4/5/20,Bradford,10,0,0
4/5/20,Bucks,555,0,13
4/5/20,Butler,87,0,2
4/5/20,Cambria,7,0,0
4/5/20,Cameron,1,0,0
4/5/20,Carbon,50,0,1
4/5/20,Centre,43,0,0
4/5/20,Chester,269,0,2
4/5/20,Clarion,5,0,0
4/5/20,Clearfield,7,0,0
4/5/20,Clinton,1,0,0
4/5/20,Columbia,22,0,0
4/5/20,Crawford,7,0,0
4/5/20,Cumberland,58,0,2
4/5/20,Dauphin,118,0,1
4/5/20,Delaware,708,0,14
4/5/20,Erie,19,0,0
4/5/20,Fayette,27,0,1
4/5/20,Forest,3,0,0
4/5/20,Franklin,30,0,0
4/5/20,Fulton,1,0,0
4/5/20,Greene,12,0,0
4/5/20,Huntingdon,4,0,0
4/5/20,Indiana,13,0,0
4/5/20,Juniata,7,0,0
4/5/20,Lackawanna,172,0,6
4/5/20,Lancaster,371,0,8
4/5/20,Lawrence,23,0,2
4/5/20,Lebanon,106,0,0
4/5/20,Lehigh,877,0,8
4/5/20,Luzerne,741,0,5
4/5/20,Lycoming,9,0,0
4/5/20,McKean,1,0,0
4/5/20,Mercer,18,0,0
4/5/20,Mifflin,9,0,0
4/5/20,Monroe,528,0,11
4/5/20,Montgomery,1111,0,18
4/5/20,Montour,37,0,0
4/5/20,Northampton,636,0,11
4/5/20,Northumberland,14,0,0
4/5/20,Perry,5,0,1
4/5/20,Philadelphia,3135,0,28
4/5/20,Pike,114,0,1
4/5/20,Potter,3,0,0
4/5/20,Schuylkill,90,0,0
4/5/20,Snyder,8,0,1
4/5/20,Somerset,4,0,0
4/5/20,Sullivan,1,0,0
4/5/20,Susquehanna,6,0,0
4/5/20,Tioga,3,0,0
4/5/20,Union,6,0,0
4/5/20,Venango,3,0,0
4/5/20,Warren,1,0,0
4/5/20,Washington,50,0,0
4/5/20,Wayne,33,0,0
4/5/20,Westmoreland,147,0,0
4/5/20,Wyoming,5,0,0
4/5/20,York,171,0,1
4/4/20,Adams,21,0,0
4/4/20,Allegheny,552,0,3
4/4/20,Armstrong,12,0,0
4/4/20,Beaver,69,0,6
4/4/20,Bedford,4,0,0
4/4/20,Berks,235,0,2
4/4/20,Blair,5,0,0
4/4/20,Bradford,10,0,0
4/4/20,Bucks,488,0,11
4/4/20,Butler,84,0,2
4/4/20,Cambria,6,0,0
4/4/20,Cameron,1,0,0
4/4/20,Carbon,46,0,1
4/4/20,Centre,39,0,0
4/4/20,Chester,250,0,2
4/4/20,Clarion,4,0,0
4/4/20,Clearfield,7,0,0
4/4/20,Clinton,1,0,0
4/4/20,Columbia,20,0,0
4/4/20,Crawford,5,0,0
4/4/20,Cumberland,54,0,2
4/4/20,Dauphin,99,0,1
4/4/20,Delaware,616,0,13
4/4/20,Erie,19,0,0
4/4/20,Fayette,23,0,1
4/4/20,Forest,2,0,0
4/4/20,Franklin,27,0,0
4/4/20,Greene,12,0,0
4/4/20,Huntingdon,4,0,0
4/4/20,Indiana,9,0,0
4/4/20,Juniata,7,0,0
4/4/20,Lackawanna,146,0,6
4/4/20,Lancaster,291,0,5
4/4/20,Lawrence,22,0,2
4/4/20,Lebanon,87,0,0
4/4/20,Lehigh,804,0,7
4/4/20,Luzerne,648,0,5
4/4/20,Lycoming,10,0,0
4/4/20,McKean,1,0,0
4/4/20,Mercer,14,0,0
4/4/20,Mifflin,4,0,0
4/4/20,Monroe,484,0,11
4/4/20,Montgomery,982,0,17
4/4/20,Montour,19,0,0
4/4/20,Northampton,588,0,11
4/4/20,Northumberland,9,0,0
4/4/20,Perry,5,0,1
4/4/20,Philadelphia,2610,0,24
4/4/20,Pike,97,0,1
4/4/20,Potter,3,0,0
4/4/20,Schuylkill,77,0,0
4/4/20,Snyder,6,0,1
4/4/20,Somerset,3,0,0
4/4/20,Sullivan,1,0,0
4/4/20,Susquehanna,5,0,0
4/4/20,Tioga,3,0,0
4/4/20,Union,5,0,0
4/4/20,Venango,3,0,0
4/4/20,Warren,1,0,0
4/4/20,Washington,46,0,0
4/4/20,Wayne,28,0,0
4/4/20,Westmoreland,135,0,0
4/4/20,Wyoming,5,0,0
4/4/20,York,144,0,1
4/3/20,Adams,19,0,0
4/3/20,Allegheny,476,0,2
4/3/20,Armstrong,11,0,0
4/3/20,Beaver,65,0,2
4/3/20,Bedford,3,0,0
4/3/20,Berks,201,0,1
4/3/20,Blair,4,0,0
4/3/20,Bradford,9,0,0
4/3/20,Bucks,446,0,8
4/3/20,Butler,75,0,2
4/3/20,Cambria,4,0,0
4/3/20,Cameron,1,0,0
4/3/20,Carbon,34,0,1
4/3/20,Centre,32,0,0
4/3/20,Chester,226,0,2
4/3/20,Clarion,4,0,0
4/3/20,Clearfield,5,0,0
4/3/20,Clinton,1,0,0
4/3/20,Columbia,15,0,0
4/3/20,Crawford,5,0,0
4/3/20,Cumberland,45,0,2
4/3/20,Dauphin,79,0,1
4/3/20,Delaware,542,0,10
4/3/20,Erie,17,0,0
4/3/20,Fayette,20,0,1
4/3/20,Forest,1,0,0
4/3/20,Franklin,26,0,0
4/3/20,Greene,11,0,0
4/3/20,Huntingdon,3,0,0
4/3/20,Indiana,7,0,0
4/3/20,Juniata,5,0,0
4/3/20,Lackawanna,119,0,4
4/3/20,Lancaster,232,0,5
4/3/20,Lawrence,19,0,2
4/3/20,Lebanon,54,0,0
4/3/20,Lehigh,584,0,5
4/3/20,Luzerne,484,0,5
4/3/20,Lycoming,8,0,0
4/3/20,McKean,1,0,0
4/3/20,Mercer,10,0,0
4/3/20,Mifflin,2,0,0
4/3/20,Monroe,397,0,10
4/3/20,Montgomery,875,0,11
4/3/20,Montour,16,0,0
4/3/20,Northampton,466,0,10
4/3/20,Northumberland,8,0,0
4/3/20,Perry,4,0,1
4/3/20,Philadelphia,2284,0,14
4/3/20,Pike,83,0,1
4/3/20,Potter,2,0,0
4/3/20,Schuylkill,63,0,0
4/3/20,Snyder,4,0,1
4/3/20,Somerset,3,0,0
4/3/20,Susquehanna,4,0,0
4/3/20,Tioga,3,0,0
4/3/20,Union,3,0,0
4/3/20,Venango,3,0,0
4/3/20,Warren,1,0,0
4/3/20,Washington,40,0,0
4/3/20,Wayne,23,0,0
4/3/20,Westmoreland,110,0,0
4/3/20,Wyoming,2,0,0
4/3/20,York,121,0,1
4/2/20,Adams,18,0,0
4/2/20,Allegheny,419,0,2
4/2/20,Armstrong,7,0,0
4/2/20,Beaver,55,0,2
4/2/20,Bedford,3,0,0
4/2/20,Berks,168,0,1
4/2/20,Blair,4,0,0
4/2/20,Bradford,8,0,0
4/2/20,Bucks,370,0,6
4/2/20,Butler,69,0,2
4/2/20,Cambria,4,0,0
4/2/20,Cameron,1,0,0
4/2/20,Carbon,26,0,1
4/2/20,Centre,28,0,0
4/2/20,Chester,210,0,2
4/2/20,Clarion,4,0,0
4/2/20,Clearfield,4,0,0
4/2/20,Columbia,11,0,0
4/2/20,Crawford,5,0,0
4/2/20,Cumberland,41,0,1
4/2/20,Dauphin,67,0,1
4/2/20,Delaware,470,0,8
4/2/20,Erie,16,0,0
4/2/20,Fayette,15,0,1
4/2/20,Forest,1,0,0
4/2/20,Franklin,23,0,0
4/2/20,Greene,11,0,0
4/2/20,Huntingdon,2,0,0
4/2/20,Indiana,6,0,0
4/2/20,Juniata,2,0,0
4/2/20,Lackawanna,108,0,3
4/2/20,Lancaster,203,0,4
4/2/20,Lawrence,16,0,2
4/2/20,Lebanon,45,0,0
4/2/20,Lehigh,479,0,5
4/2/20,Luzerne,384,0,5
4/2/20,Lycoming,7,0,0
4/2/20,McKean,1,0,0
4/2/20,Mercer,9,0,0
4/2/20,Mifflin,1,0,0
4/2/20,Monroe,321,0,10
4/2/20,Montgomery,735,0,9
4/2/20,Montour,15,0,0
4/2/20,Northampton,378,0,9
4/2/20,Northumberland,8,0,0
4/2/20,Perry,3,0,0
4/2/20,Philadelphia,1852,0,13
4/2/20,Pike,68,0,1
4/2/20,Potter,2,0,0
4/2/20,Schuylkill,54,0,0
4/2/20,Snyder,3,0,1
4/2/20,Somerset,3,0,0
4/2/20,Susquehanna,3,0,0
4/2/20,Tioga,2,0,0
4/2/20,Union,2,0,0
4/2/20,Venango,3,0,0
4/2/20,Warren,1,0,0
4/2/20,Washington,38,0,0
4/2/20,Wayne,17,0,0
4/2/20,Westmoreland,84,0,0
4/2/20,Wyoming,1,0,0
4/2/20,York,102,0,1
4/1/20,Adams,12,0,0
4/1/20,Allegheny,356,0,2
4/1/20,Armstrong,5,0,0
4/1/20,Beaver,54,0,2
4/1/20,Bedford,3,0,0
4/1/20,Berks,151,0,0
4/1/20,Blair,4,0,0
4/1/20,Bradford,8,0,0
4/1/20,Bucks,312,0,6
4/1/20,Butler,64,0,2
4/1/20,Cambria,3,0,0
4/1/20,Cameron,1,0,0
4/1/20,Carbon,23,0,1
4/1/20,Centre,27,0,0
4/1/20,Chester,183,0,1
4/1/20,Clarion,4,0,0
4/1/20,Clearfield,4,0,0
4/1/20,Columbia,8,0,0
4/1/20,Crawford,5,0,0
4/1/20,Cumberland,38,0,1
4/1/20,Dauphin,59,0,1
4/1/20,Delaware,390,0,7
4/1/20,Erie,15,0,0
4/1/20,Fayette,14,0,1
4/1/20,Franklin,21,0,0
4/1/20,Greene,9,0,0
4/1/20,Huntingdon,1,0,0
4/1/20,Indiana,6,0,0
4/1/20,Juniata,2,0,0
4/1/20,Lackawanna,85,0,3
4/1/20,Lancaster,157,0,3
4/1/20,Lawrence,13,0,2
4/1/20,Lebanon,36,0,0
4/1/20,Lehigh,374,0,5
4/1/20,Luzerne,282,0,4
4/1/20,Lycoming,7,0,0
4/1/20,McKean,1,0,0
4/1/20,Mercer,8,0,0
4/1/20,Mifflin,1,0,0
4/1/20,Monroe,278,0,8
4/1/20,Montgomery,649,0,8
4/1/20,Montour,13,0,0
4/1/20,Northampton,312,0,5
4/1/20,Northumberland,6,0,0
4/1/20,Perry,1,0,0
4/1/20,Philadelphia,1478,0,10
4/1/20,Pike,57,0,1
4/1/20,Potter,2,0,0
4/1/20,Schuylkill,47,0,0
4/1/20,Snyder,3,0,1
4/1/20,Somerset,3,0,0
4/1/20,Susquehanna,2,0,0
4/1/20,Tioga,2,0,0
4/1/20,Union,2,0,0
4/1/20,Venango,3,0,0
4/1/20,Warren,1,0,0
4/1/20,Washington,35,0,0
4/1/20,Wayne,14,0,0
4/1/20,Westmoreland,72,0,0
4/1/20,York,79,0,0
3/31/20,Adams,9,0,0
3/31/20,Allegheny,325,0,2
3/31/20,Armstrong,5,0,0
3/31/20,Beaver,52,0,1
3/31/20,Bedford,2,0,0
3/31/20,Berks,110,0,0
3/31/20,Blair,4,0,0
3/31/20,Bradford,7,0,0
3/31/20,Bucks,286,0,3
3/31/20,Butler,60,0,2
3/31/20,Cambria,2,0,0
3/31/20,Cameron,1,0,0
3/31/20,Carbon,17,0,1
3/31/20,Centre,26,0,0
3/31/20,Chester,159,0,1
3/31/20,Clarion,3,0,0
3/31/20,Clearfield,4,0,0
3/31/20,Columbia,7,0,0
3/31/20,Crawford,4,0,0
3/31/20,Cumberland,36,0,1
3/31/20,Dauphin,45,0,1
3/31/20,Delaware,338,0,5
3/31/20,Erie,14,0,0
3/31/20,Fayette,14,0,0
3/31/20,Franklin,19,0,0
3/31/20,Greene,9,0,0
3/31/20,Huntingdon,1,0,0
3/31/20,Indiana,6,0,0
3/31/20,Juniata,3,0,0
3/31/20,Lackawanna,78,0,3
3/31/20,Lancaster,123,0,3
3/31/20,Lawrence,13,0,2
3/31/20,Lebanon,28,0,0
3/31/20,Lehigh,272,0,4
3/31/20,Luzerne,212,0,4
3/31/20,Lycoming,6,0,0
3/31/20,McKean,1,0,0
3/31/20,Mercer,8,0,0
3/31/20,Mifflin,2,0,0
3/31/20,Monroe,236,0,7
3/31/20,Montgomery,570,0,6
3/31/20,Montour,9,0,0
3/31/20,Northampton,245,0,5
3/31/20,Northumberland,1,0,0
3/31/20,Perry,1,0,0
3/31/20,Philadelphia,1197,0,10
3/31/20,Pike,48,0,1
3/31/20,Potter,2,0,0
3/31/20,Schuylkill,38,0,0
3/31/20,Snyder,2,0,1
3/31/20,Somerset,2,0,0
3/31/20,Susquehanna,1,0,0
3/31/20,Tioga,2,0,0
3/31/20,Union,4,0,0
3/31/20,Venango,3,0,0
3/31/20,Warren,1,0,0
3/31/20,Washington,33,0,0
3/31/20,Wayne,10,0,0
3/31/20,Westmoreland,61,0,0
3/31/20,York,66,0,0
3/30/20,Adams,8,0,0
3/30/20,Allegheny,290,0,2
3/30/20,Armstrong,3,0,0
3/30/20,Beaver,44,0,0
3/30/20,Berks,82,0,0
3/30/20,Blair,6,0,0
3/30/20,Bradford,3,0,0
3/30/20,Bucks,246,0,3
3/30/20,Butler,49,0,2
3/30/20,Cambria,2,0,0
3/30/20,Cameron,1,0,0
3/30/20,Carbon,13,0,0
3/30/20,Centre,24,0,0
3/30/20,Chester,146,0,0
3/30/20,Clarion,1,0,0
3/30/20,Clearfield,4,0,0
3/30/20,Columbia,6,0,0
3/30/20,Crawford,4,0,0
3/30/20,Cumberland,24,0,1
3/30/20,Dauphin,36,0,0
3/30/20,Delaware,303,0,4
3/30/20,Erie,13,0,0
3/30/20,Fayette,11,0,0
3/30/20,Franklin,12,0,0
3/30/20,Greene,7,0,0
3/30/20,Huntingdon,1,0,0
3/30/20,Indiana,2,0,0
3/30/20,Juniata,3,0,0
3/30/20,Lackawanna,62,0,2
3/30/20,Lancaster,97,0,2
3/30/20,Lawrence,10,0,1
3/30/20,Lebanon,27,0,0
3/30/20,Lehigh,231,0,3
3/30/20,Luzerne,150,0,3
3/30/20,Lycoming,4,0,0
3/30/20,McKean,1,0,0
3/30/20,Mercer,7,0,0
3/30/20,Mifflin,1,0,0
3/30/20,Monroe,182,0,7
3/30/20,Montgomery,540,0,5
3/30/20,Montour,10,0,0
3/30/20,Northampton,184,0,5
3/30/20,Northumberland,1,0,0
3/30/20,Perry,1,0,0
3/30/20,Philadelphia,1007,0,7
3/30/20,Pike,39,0,1
3/30/20,Potter,2,0,0
3/30/20,Schuylkill,30,0,0
3/30/20,Snyder,2,0,0
3/30/20,Somerset,2,0,0
3/30/20,Susquehanna,1,0,0
3/30/20,Tioga,1,0,0
3/30/20,Union,4,0,0
3/30/20,Venango,1,0,0
3/30/20,Warren,1,0,0
3/30/20,Washington,26,0,0
3/30/20,Wayne,10,0,0
3/30/20,Westmoreland,55,0,0
3/30/20,York,54,0,0
3/29/20,Adams,8,0,0
3/29/20,Allegheny,265,0,2
3/29/20,Armstrong,3,0,0
3/29/20,Beaver,28,0,0
3/29/20,Berks,68,0,0
3/29/20,Blair,3,0,0
3/29/20,Bradford,3,0,0
3/29/20,Bucks,203,0,1
3/29/20,Butler,47,0,2
3/29/20,Cambria,1,0,0
3/29/20,Cameron,1,0,0
3/29/20,Carbon,9,0,0
3/29/20,Centre,22,0,0
3/29/20,Chester,137,0,0
3/29/20,Clarion,1,0,0
3/29/20,Clearfield,2,0,0
3/29/20,Columbia,6,0,0
3/29/20,Crawford,3,0,0
3/29/20,Cumberland,22,0,1
3/29/20,Dauphin,35,0,0
3/29/20,Delaware,276,0,4
3/29/20,Erie,7,0,0
3/29/20,Fayette,10,0,0
3/29/20,Franklin,11,0,0
3/29/20,Greene,6,0,0
3/29/20,Huntingdon,1,0,0
3/29/20,Indiana,2,0,0
3/29/20,Juniata,1,0,0
3/29/20,Lackawanna,56,0,2
3/29/20,Lancaster,67,0,2
3/29/20,Lawrence,8,0,1
3/29/20,Lebanon,19,0,0
3/29/20,Lehigh,151,0,3
3/29/20,Luzerne,94,0,2
3/29/20,Lycoming,3,0,0
3/29/20,McKean,1,0,0
3/29/20,Mercer,7,0,0
3/29/20,Mifflin,2,0,0
3/29/20,Monroe,135,0,3
3/29/20,Montgomery,488,0,5
3/29/20,Montour,4,0,0
3/29/20,Northampton,126,0,4
3/29/20,Northumberland,1,0,0
3/29/20,Perry,1,0,0
3/29/20,Philadelphia,865,0,5
3/29/20,Pike,33,0,1
3/29/20,Potter,2,0,0
3/29/20,Schuylkill,21,0,0
3/29/20,Snyder,2,0,0
3/29/20,Somerset,2,0,0
3/29/20,Susquehanna,1,0,0
3/29/20,Tioga,1,0,0
3/29/20,Venango,1,0,0
3/29/20,Warren,1,0,0
3/29/20,Washington,24,0,0
3/29/20,Wayne,7,0,0
3/29/20,Westmoreland,47,0,0
3/29/20,York,43,0,0
3/28/20,Adams,8,0,0
3/28/20,Allegheny,219,0,2
3/28/20,Armstrong,2,0,0
3/28/20,Beaver,22,0,0
3/28/20,Berks,65,0,0
3/28/20,Blair,2,0,0
3/28/20,Bradford,3,0,0
3/28/20,Bucks,152,0,0
3/28/20,Butler,41,0,2
3/28/20,Cambria,1,0,0
3/28/20,Cameron,1,0,0
3/28/20,Carbon,3,0,0
3/28/20,Centre,15,0,0
3/28/20,Chester,116,0,0
3/28/20,Clarion,1,0,0
3/28/20,Clearfield,2,0,0
3/28/20,Columbia,4,0,0
3/28/20,Crawford,2,0,0
3/28/20,Cumberland,22,0,1
3/28/20,Dauphin,23,0,0
3/28/20,Delaware,226,0,4
3/28/20,Erie,7,0,0
3/28/20,Fayette,10,0,0
3/28/20,Franklin,7,0,0
3/28/20,Greene,6,0,0
3/28/20,Huntingdon,1,0,0
3/28/20,Indiana,2,0,0
3/28/20,Juniata,1,0,0
3/28/20,Lackawanna,51,0,2
3/28/20,Lancaster,45,0,1
3/28/20,Lawrence,8,0,0
3/28/20,Lebanon,15,0,0
3/28/20,Lehigh,109,0,3
3/28/20,Luzerne,65,0,2
3/28/20,Lycoming,2,0,0
3/28/20,McKean,1,0,0
3/28/20,Mercer,6,0,0
3/28/20,Monroe,106,0,2
3/28/20,Montgomery,411,0,5
3/28/20,Montour,5,0,0
3/28/20,Northampton,94,0,4
3/28/20,Northumberland,1,0,0
3/28/20,Perry,1,0,0
3/28/20,Philadelphia,709,0,5
3/28/20,Pike,27,0,1
3/28/20,Potter,2,0,0
3/28/20,Schuylkill,16,0,0
3/28/20,Snyder,1,0,0
3/28/20,Somerset,2,0,0
3/28/20,Susquehanna,1,0,0
3/28/20,Tioga,1,0,0
3/28/20,Warren,1,0,0
3/28/20,Washington,23,0,0
3/28/20,Wayne,6,0,0
3/28/20,Westmoreland,41,0,0
3/28/20,York,37,0,0
3/27/20,Adams,8,0,0
3/27/20,Allegheny,158,0,2
3/27/20,Armstrong,1,0,0
3/27/20,Beaver,14,0,0
3/27/20,Berks,65,0,0
3/27/20,Blair,1,0,0
3/27/20,Bradford,2,0,0
3/27/20,Bucks,124,0,0
3/27/20,Butler,26,0,1
3/27/20,Cambria,1,0,0
3/27/20,Carbon,2,0,0
3/27/20,Centre,11,0,0
3/27/20,Chester,107,0,0
3/27/20,Clearfield,2,0,0
3/27/20,Columbia,3,0,0
3/27/20,Crawford,1,0,0
3/27/20,Cumberland,16,0,0
3/27/20,Dauphin,18,0,0
3/27/20,Delaware,185,0,3
3/27/20,Erie,7,0,0
3/27/20,Fayette,9,0,0
3/27/20,Franklin,5,0,0
3/27/20,Greene,4,0,0
3/27/20,Indiana,2,0,0
3/27/20,Juniata,1,0,0
3/27/20,Lackawanna,35,0,2
3/27/20,Lancaster,33,0,0
3/27/20,Lawrence,4,0,0
3/27/20,Lebanon,12,0,0
3/27/20,Lehigh,93,0,2
3/27/20,Luzerne,55,0,2
3/27/20,Lycoming,2,0,0
3/27/20,Mercer,4,0,0
3/27/20,Monroe,98,0,2
3/27/20,Montgomery,374,0,3
3/27/20,Montour,4,0,0
3/27/20,Northampton,79,0,3
3/27/20,Northumberland,1,0,0
3/27/20,Philadelphia,530,0,2
3/27/20,Pike,23,0,0
3/27/20,Potter,1,0,0
3/27/20,Schuylkill,13,0,0
3/27/20,Somerset,2,0,0
3/27/20,Susquehanna,1,0,0
3/27/20,Union,1,0,0
3/27/20,Warren,1,0,0
3/27/20,Washington,14,0,0
3/27/20,Wayne,6,0,0
3/27/20,Westmoreland,30,0,0
3/27/20,York,29,0,0
3/26/20,Adams,7,0,0
3/26/20,Allegheny,133,0,2
3/26/20,Armstrong,1,0,0
3/26/20,Beaver,13,0,0
3/26/20,Berks,36,0,0
3/26/20,Blair,1,0,0
3/26/20,Bradford,2,0,0
3/26/20,Bucks,107,0,0
3/26/20,Butler,19,0,1
3/26/20,Cambria,1,0,0
3/26/20,Carbon,2,0,0
3/26/20,Centre,9,0,0
3/26/20,Chester,84,0,0
3/26/20,Clearfield,2,0,0
3/26/20,Columbia,3,0,0
3/26/20,Crawford,1,0,0
3/26/20,Cumberland,15,0,0
3/26/20,Dauphin,13,0,0
3/26/20,Delaware,156,0,1
3/26/20,Erie,4,0,0
3/26/20,Fayette,8,0,0
3/26/20,Franklin,5,0,0
3/26/20,Greene,3,0,0
3/26/20,Indiana,1,0,0
3/26/20,Juniata,1,0,0
3/26/20,Lackawanna,28,0,2
3/26/20,Lancaster,21,0,0
3/26/20,Lawrence,1,0,0
3/26/20,Lebanon,4,0,0
3/26/20,Lehigh,63,0,1
3/26/20,Luzerne,36,0,1
3/26/20,Lycoming,1,0,0
3/26/20,Mercer,3,0,0
3/26/20,Monroe,67,0,2
3/26/20,Montgomery,282,0,2
3/26/20,Montour,4,0,0
3/26/20,Northampton,56,0,3
3/26/20,Philadelphia,402,0,1
3/26/20,Pike,15,0,0
3/26/20,Potter,1,0,0
3/26/20,Schuylkill,9,0,0
3/26/20,Somerset,2,0,0
3/26/20,Susquehanna,1,0,0
3/26/20,Warren,1,0,0
3/26/20,Washington,12,0,0
3/26/20,Wayne,6,0,0
3/26/20,Westmoreland,24,0,0
3/26/20,York,21,0,0
3/25/20,Adams,6,0,0
3/25/20,Allegheny,88,0,2
3/25/20,Armstrong,0,0,0
3/25/20,Beaver,7,0,0
3/25/20,Berks,20,0,0
3/25/20,Bradford,0,0,0
3/25/20,Bucks,86,0,0
3/25/20,Butler,12,0,0
3/25/20,Cambria,0,0,0
3/25/20,Carbon,0,0,0
3/25/20,Centre,8,0,0
3/25/20,Chester,54,0,0
3/25/20,Clearfield,0,0,0
3/25/20,Columbia,0,0,0
3/25/20,Cumberland,13,0,0
3/25/20,Dauphin,10,0,0
3/25/20,Delaware,101,0,0
3/25/20,Erie,4,0,0
3/25/20,Fayette,4,0,0
3/25/20,Franklin,5,0,0
3/25/20,Greene,0,0,0
